elo,moves,opening,termination
1096,e4 c5 d3 e6 Bd2 Nc6 c3 d5 f3 c4 d4 dxe4 Bxc4 e5 fxe4 exd4 cxd4 Nxd4 Be3 Ne6 Qxd8+ Kxd8 Bxe6 Bxe6 Nf3 Rc8 O-O b6 Nc3 Bc5 Rad1+ Kc7 Nb5+ Kb7 Bxc5 Rxc5 Nd6+ Kc7 b4 Rc6 b5 Rxd6 Rxd6 Kxd6 Rd1+ Kc7 Rc1+ Kd7 Ne5+ Kd6 Nc4+ Kd7 Rd1+ Kc7 Ne5 Nh6 h3 f5 Rc1+ Kb7 exf5 Nxf5 Re1 Re8 a4 a6 bxa6+ Kxa6 Nc4 Re7 Rb1 Bxc4 Rc1 Bd3 Rc3 Be4 Rc6 Bxc6 0-1,Sicilian Defense,Normal
1834,e4 d5 Nf3 c6 Ne5 dxe4 Qf3 Nf6 Nxf7 e6 Nxd8 Kxd8 Qe2 Ke8 Qd1 Bc5 Be2 e5 O-O Kf7 d3 Rf8 Be3 Bd6 d4 Bc7 c3 Nbd7 Bg5 Ne8 Be3 Kg8 f3 Nef6 fxe4 Nxe4 Bf3 Ng5 0-1,Zukertort Opening: Tennison Gambit,Time forfeit
1403,e4 e5 Qh5 Nc6 Nc3 g6 Qf3 Nf6 d3 d6 Be3 Bd7 h3 Be7 O-O-O Nd4 Bxd4 exd4 Nd5 Nxd5 exd5 Bg5+ Kb1 Qf6 Qe2+ Qe7 h4 Qxe2 Nxe2 Bf6 f4 O-O-O g3 h6 b3 g5 hxg5 hxg5 Bg2 gxf4 Nxf4 Bg5 Ne2 Rxh1 Rxh1 f5 Rh5 Bf6 c4 dxc3 Kc2 Re8 Bf3 b6 Nxc3 Bxc3 Kxc3 Re3 Rh8+ Kb7 Bh5 Rxg3 Rd8 Bb5 Be2 f4 a4 f3 Bxf3 Rxf3 axb5 a6 bxa6+ Kxa6 Rc8 Kb7 Re8 c5 Kc4 Kc7 Re7+ Kd8 Rb7 Rf1 Rxb6 Rc1+ Kb5 Kc7 Rc6+ Kb7 Rxd6 Rb1 Rb6+ Kc7 Kxc5 Rc1+ Kd4 Kxb6 d6 Kc6 Ke5 Rc5+ Ke6 Rd5 Ke7 Rxd6 d4 Rxd4 0-1,King's Pawn Game: Wayward Queen Attack,Normal
2042,e4 c5 Nf3 d6 Nc3 Nc6 Bb5 Bd7 Bxc6 Bxc6 d3 Nf6 Bg5 e6 h3 Be7 Qd2 b5 Ne2 h6 Bf4 a5 c3 O-O e5 Nd5 Be3 Nxe3 Qxe3 Bxf3 gxf3 dxe5 O-O-O Bg5 f4 exf4 Qf3 Qd5 Qxd5 exd5 Kc2 Rfe8 Rde1 f3 Ng3 Bh4 Rhf1 Bxg3 fxg3 Re2+ Kc1 Rae8 Rxe2 fxe2 Re1 f5 Kd2 Kf7 d4 cxd4 cxd4 Re4 Kd3 Kf6 Rxe2 Rxe2 Kxe2 g5 a3 h5 Kf3 Kg6 Ke3 g4 h4 a4 Kf4 Kf6 Ke3 Ke6 Kf4 Kf6 Ke3 Kg6 Kf4 Kf6 Ke3 1/2-1/2,Sicilian Defense,Normal
1809,f4 e5 fxe5 Nc6 e4 Nxe5 Nf3 Ng6 Bc4 Qe7 O-O Qc5+ d4 Qxc4 Nc3 Bb4 Bd2 Nf6 e5 Nd5 Nxd5 Bxd2 Qxd2 Qxd5 Ng5 O-O Rf3 d6 Rh3 Bxh3 gxh3 dxe5 c3 exd4 0-1,Bird Opening: Schlechter Gambit,Normal
1529,e4 c5 c4 Nc6 a3 e6 d3 Nf6 h3 d5 cxd5 exd5 exd5 Nxd5 Be2 Be6 Nf3 Be7 O-O Qc7 Ng5 Bxg5 Bxg5 f6 Bh4 g5 Bg3 Qe7 Bh5+ Kd7 Nd2 f5 Nc4 f4 Bh2 Raf8 Bg4 Nf6 Bxe6+ Qxe6 Re1 Qd5 Re2 b5 Nd2 Nd4 Re1 h5 Ne4 Nxe4 dxe4 Qf5 exf5 Rxf5 Re4 f3 Rxd4+ cxd4 Qxd4+ Ke6 Qxh8 fxg2 Re1+ 1-0,Sicilian Defense: Staunton-Cochrane Variation,Normal
1809,e4 g5 d4 g4 f4 a6 Qxg4 d5 f5 dxe4 Qxe4 Nf6 Qd3 Nc6 c3 Qd5 Qf3 Qxf5 Qxf5 Bxf5 Nd2 O-O-O Ngf3 Bc2 Bc4 Nd5 Nb3 f6 O-O b5 Bxd5 Rxd5 Nc5 Nb8 b4 Bg6 Bd2 Bf7 a4 bxa4 Rxa4 Rd6 Rfa1 Bc4 Bf4 Rc6 Nd2 Bb5 Ra5 e5 Be3 exd4 Bxd4 Bxc5 Bxc5 Rd8 Nf3 Rd3 R5a3 Nd7 Nd4 Nxc5 Nxc6 Bxc6 bxc5 Bb5 Rf1 Rd5 Rxf6 Rxc5 Rh6 Bd3 g4 Kb7 h4 a5 Kf2 Rb5 Ke3 Bc2 Kd4 c6 c4 Rb4 Rxa5 Kb6 Rc5 Rb3 Rhxc6+ Kb7 Rh6 Bb1 Rb5+ Rxb5 cxb5 Bc2 g5 Bb1 Ke5 Bc2 Kf6 Bd3 Kg7 Bc2 Rxh7 1-0,Borg Defense,Time forfeit
1767,e4  d5  exd5  c6  Nf3  cxd5  d4  Nc6  Nc3  e6  Bb5  Bd6  Ne5?!  Ne7  Qg4  O-O  Bh6?  Ng6?!  Bg5  Ncxe5  dxe5  Nxe5  Bxd8  Nxg4  Bh4  a6  Bd3  Ne5  Be2  Bd7  O-O-O  Rfc8  Kb1?!  Bb4  Nxd5?  exd5  Rxd5  f6  f4?!  Bc6  Rd4  Bc5  fxe5?  Bxd4  exf6  gxf6?!  Bc4+?!  Kg7  Re1  Re8  0-1,Scandinavian Defense: Blackburne-Kloosterboer Gambit,Normal
1590,d4 d6 e4 e6 Bf4 h6 h3 Qf6 Bg3 e5 dxe5 dxe5 Nf3 Nd7 Bb5 c6 Bc4 Be7 O-O Qg6 Bxe5 Qxe4 Bxg7 Rh7 Bxf7+ Kxf7 Re1 Qg6 Be5 Nb6 Bd4 Bxh3 Ne5+ Kf8 Nxg6+ 1-0,Rat Defense: Small Center Defense,Normal
1605,e4 e5 d4 exd4 c3 dxc3 Bc4 Bc5 Qb3 Qf6 Nf3 Nc6 Bg5 Qg6 Nxc3 h6 Bf4 Bb4 O-O Nge7 Nb5 Ba5 Bxc7 b6 Bf4 O-O Nd6 Nd4 Nxd4 Nc6 N4f5 a6 Nh4 Qg4 Bxf7+ Kh7 Bg6+ Kh8 Nf7+ Rxf7 Qxf7 1-0,Danish Gambit,Normal
1460,e4 d5 exd5 Nf6 Nc3 Bg4 Nf3 e5 dxe6 Qe7 Be2 Bxe6 O-O Qd6 Re1 Be7 Nb5 Qc6 Nfd4 Qb6 Nxe6 fxe6 Nc3 Nbd7 d3 O-O-O Bd2 Bc5 Rf1 Nd5 Na4 Bxf2+ Rxf2 Qc6 c3 N5f6 d4 Ng4 Be3 Nxf2 Bxf2 Qxa4 0-1,Scandinavian Defense: Modern Variation #2,Time forfeit
1617,e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Bd3 Bg4 O-O Bxf3 Qxf3 e6 c4 Nbd7 c5 b6 b4 bxc5 bxc5 Rc8 Bb5 Qa5 Qd3 Be7 Nc3 O-O Bxd7 Nxd7 Bd2 Nf6 Nxd5 Qd8 Nxe7+ Qxe7 Rac1 Nd5 Ba5 Qf6 f3 Qg5 Bd2 Qf6 Qe4 g6 Qe5 Qxe5 dxe5 Rc6 Be1 Rfc8 Bf2 a6 Rb1 h5 Rb7 Nf4 Rfb1 Ne2+ Kf1 Nc3 R1b3 Nb5 a4 Nc7 Ra7 Nd5 Rbb7 R8c7 Rxc7 Nxc7 Rxc7 Rxc7 Ke2 Rc6 Kd3 Kf8 Kc4 Ke8 a5 Kd7 Be3 Kc7 Bg5 Kb7 0-1,Caro-Kann Defense,Time forfeit
1393,e4 g6 Nf3 Bg7 d4 d6 c3 e6 Bc4 Nf6 O-O O-O Bg5 Nbd7 e5 dxe5 dxe5 Nd5 Bxd8 Rxd8 Bxd5 exd5 Qxd5 Nxe5 Qxd8+ Bf8 Qxc7 b6 Nxe5 Ba6 Qxf7+ Kh8 Rd1 Bc5 Rd7 Rg8 Qxh7# 1-0,Modern Defense: Geller's System,Normal
1647,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 h6 d4 exd4 Nxd4 Nf6 O-O Bb7 e5 Ne4 Re1 Nc5 Nxc6 Bxc6 Qh5 g6 Bxf7+ Kxf7 e6+ dxe6 Qe5 Qe7 Nc3 Bg7 Qe3 Rad8 Rb1 Bxc3 Qxc3 Rd5 Qxh8 Qd6 Qh7+ Ke8 Bxh6 Rh5 Qg8+ Kd7 Qf7+ Kc8 Bf4 e5 Bg3 Qd5 Qxd5 Bxd5 Rxe5 1-0,Ruy Lopez: Morphy Defense Caro Variation,Normal
1793,d4 f5 c4 g6 Nf3 Bg7 Nc3 d6 g3 Nf6 Bg2 O-O O-O a6 Re1 Qe8 e4 e5 dxe5 Nxe4 exd6 Bxc3 bxc3 cxd6 Qxd6 Nxd6 0-1,Dutch Defense,Normal
1421,e4 e5 Nf3 d6 c3 Bg4 d4 exd4 cxd4 Nf6 Nc3 d5 e5 Ne4 h3 Bxf3 Qxf3 Nxc3 bxc3 a6 Bd3 h6 O-O Nc6 Qg3 Ne7 Re1 c6 e6 fxe6 Rxe6 Qd7 Be4 dxe4 Rxe4 Rg8 Qe5 g5 Bd2 Bg7 Rf1 Bxe5 Rxe5 g4 Bxh6 gxh3 Rfe1 Rxg2+ Kh1 h2 Kxg2 h1=Q+ Kxh1 O-O-O Rxe7 Qd5+ 0-1,Philidor Defense #2,Time forfeit
1597,e4 e5 Bc4 Qf6 Nf3 Bd6 d3 h6 Nc3 c6 O-O b5 Bb3 g5 h3 Be7 Nh2 h5 f3 d6 a4 b4 Na2 c5 Bd5 Na6 Bxa8 Nc7 Bc6+ Kf8 c3 Ne6 cxb4 Nf4 bxc5 dxc5 Nc3 Bd6 Bxf4 gxf4 Nd5 Qg5 Qc2 Bxh3 Rab1 Ne7 Bb5 Nxd5 exd5 Rg8 Rf2 Kg7 Kf1 Kh8 d4 Qg3 Kg1 cxd4 b4 Bc7 a5 Bc8 Qxc7 Bh3 Qxe5+ Rg7 Rbb2 Qg6 Qxd4 Qg5 Qxa7 Qxd5 Qb8+ Kh7 Rfd2 Rxg2+ Rxg2 Qd1+ Bf1 Qd4+ Rgf2 Qg7+ Bg2 Be6 Qxf4 f6 Qe4+ f5 Qxe6 1-0,Bishop's Opening,Normal
1705,c4 c6 Nf3 d6 d4 Bg4 e3 Nd7 Be2 e5 Nc3 Ngf6 O-O Qc7 h3 Bxf3 Bxf3 Be7 g3 O-O Bg2 Rad8 b3 d5 cxd5 cxd5 Nxd5 Nxd5 Bxd5 exd4 exd4 Bd6 Bg2 h6 Be3 b6 Rc1 Qb8 Qd2 Nf6 Rc6 Rc8 Rfc1 Rxc6 Rxc6 Rc8 d5 Rxc6 dxc6 Qc7 Qc1 Ne8 Qe1 Qe7 Qd2 Nc7 Bf4 Bxf4 Qxf4 Kf8 Kh2 Ke8 b4 Ne6 Qb8+ Qd8 Qxa7 g6 b5 h5 a4 g5 Be4 h4 0-1,English Opening: Caro-Kann Defensive System,Time forfeit
1622,d4 g6 c4 Bg7 Nc3 e6 e4 d6 Be3 Ne7 Bd3 O-O Nge2 c6 O-O b6 Qd2 Bb7 Bh6 Bxh6 Qxh6 d5 cxd5 cxd5 e5 Nf5 Qf4 Qh4 Qxh4 Nxh4 Rac1 Nc6 Nb5 Nf5 g4 Nfe7 Nd6 Rab8 b4 Nxb4 Bb1 Ba6 Rfe1 Bxe2 Rxe2 Nc8 Rc7 Nxd6 exd6 Rbc8 a3 Na6 Rxc8 Rxc8 Bd3 Nb8 Bb5 a6 Bd3 Rd8 Rc2 Nd7 Rc7 Nf6 Bxa6 Rxd6 f3 h5 h3 hxg4 hxg4 Nh7 Bd3 Ng5 Kg2 Kg7 a4 Kf6 Ra7 e5 Ra6 exd4 a5 Rc6 Rxb6 Rxb6 axb6 Ne6 b7 Nc5 b8=Q Nxd3 Qd6+ Kg7 Kg3 Nb2 Qxd5 d3 Qd4+ f6 Qxb2 d2 Qxd2 g5 f4 gxf4+ Kxf4 Kf7 Kf5 Kg7 Qd6 Kg8 Qxf6 Kh7 Qg6+ Kh8 Qg5 Kh7 Kf6 Kh8 Qg7# 1-0,Modern Defense,Normal
1823,e4 c5 Nf3 Nc6 c4 g6 d4 cxd4 Nxd4 Bg7 Be3 Nf6 Nc3 O-O Be2 d6 O-O Bd7 f3 Rc8 Rc1 a6 Qd2 Ne5 b3 Qa5 h3 b5 cxb5 Qxc3 Rxc3 1-0,Sicilian Defense: Accelerated Dragon Maroczy Bind,Normal
1785,e4 b6 Nc3 Bb7 f4 e6 Nf3 d6 d4 Nd7 Bd3 Ne7 O-O d5 e5 c5 Be3 c4 Be2 g6 g4 Bc6 Rf2 b5 Bf1 b4 Ne2 a5 Ng3 h6 h3 Bg7 Nh2 Qc7 f5 gxf5 gxf5 exf5 Nxf5 Nxf5 Rxf5 f6 Qh5+ Kd8 Qf7 fxe5 Qxg7 Re8 dxe5 Kc8 Bf4 Kb7 e6 Qd8 exd7 Rg8 Rf7 Rxg7+ Rxg7 Bxd7 Bg2 Kc6 Rd1 Be6 Nf3 Qf6 Be5 Qf5 Nd4+ Kc5 Nxf5 Bxf5 Rxd5+ Kb6 Rd6+ Kc5 Bxa8 Bxc2 Rc7+ Kb5 Bc6+ Kb6 Re6 a4 Rd6 Kxc7 Kf2 Bd3 Ke3 Kb6 Kd4 Bf1 Bg2+ Kc7 Bxf1 Kc8 Bxc4 Kb7 Kd5 b3 Rc6 bxa2 Bxa2 a3 Bc4 axb2 Bxb2 Kb8 Bd4 Kb7 0-1,Owen Defense,Time forfeit
1559,e4 Nc6 Nf3 e5 Bc4 d6 d3 Be6 Nbd2 g6 O-O Bg7 c3 Nf6 b4 a6 a4 O-O Ng5 Bxc4 Nxc4 b5 axb5 axb5 Rxa8 Qxa8 Nb2 h6 Nf3 Nd7 Qc2 f5 Nd2 Nf6 Nb3 Ne7 f3 f4 Bd2 h5 Ra1 Qd8 Ra5 Qd7 Qb1 Nc6 Rxb5 h4 c4 h3 Qf1 hxg2 Qxg2 Kf7 Kf2 Rh8 Nd1 Qh3 Qxh3 Rxh3 Kg2 Rh8 Nc3 Ke7 Nd5+ Nxd5 cxd5 Nd4 Nxd4 exd4 Bxf4 Be5 Bxe5 dxe5 Rb7 Kd7 Ra7 Rb8 Ra4 g5 Kg3 Kd6 Kg4 Rh8 h3 Rh4+ Kg3 Rh8 Ra6+ Kd7 b5 Rb8 Ra5 Rb6 Kg4 c6 dxc6+ 1-0,Italian Game,Normal
1255,e4 e6 Nf3 d6 Bc4 g6 O-O d5 exd5 exd5 Bd3 Ne7 Ne5 Bg7 Qf3 O-O Nc3 Bxe5 Bb5 c6 Ba4 Bxc3 dxc3 b5 Bb3 Nf5 Be3 Nd7 Rae1 Ne5 Qf4 Nxe3 Rxe3 Ng4 Rg3 Nf6 c4 a5 cxb5 a4 Bxa4 Rxa4 bxc6 Rxf4 0-1,French Defense: Knight Variation,Normal
1508,e4 Nf6 Nc3 d5 exd5 Nxd5 Nxd5 Qxd5 Nf3 Bg4 Be2 Nc6 c3 O-O-O O-O e6 d4 Bd6 h3 Bh5 g4 Bg6 Ne5 Bxe5 dxe5 Qxe5 Qe1 Qe4 Bg5 f6 Be3 Ne5 Bxa7 f5 f3 Qf4 Rd1 Rxd1 Bxd1 Rd8 Bd4 Rxd4 cxd4 Qxd4+ Kg2 fxg4 fxg4 Be4+ Bf3 Qxb2+ Rf2 Bxf3+ Kg3 Qd4 Rxf3 Nxf3 Kxf3 Qd5+ Kf4 g5+ Kg3 Qxa2 Qe5 Qb3+ Kg2 Qc2+ Kf3 Qd3+ Kg2 Qd5+ Qxd5 exd5 Kf2 b5 Ke3 b4 Kd3 c5 Kc2 c4 Kb2 b3 Kc3 d4+ Kxc4 b2 Kxd4 b1=Q Ke5 Qd3 Kf6 Qe4 h4 Qf4+ Kg7 Kd7 hxg5 Qxg5+ Kxh7 Ke7 Kh8 Kf7 Kh7 Qg7# 0-1,Alekhine Defense: Scandinavian Variation,Normal
1567,e4 g6 d4 Bg7 f4 e6 Nf3 Ne7 Bd3 d5 e5 O-O O-O Nd7 c3 c5 Nbd2 cxd4 cxd4 Nc6 Nb3 a5 a4 b6 Bb5 Bb7 Be3 Nb4 Rc1 Rc8 Qe2 Rxc1 Rxc1 Na2 Rc2 Nb4 Rc1 f6 h3 fxe5 Nxe5 Nxe5 dxe5 Na2 Rc2 Nb4 Rc1 Bh6 Qf2 g5 Bxb6 Qb8 Bxa5 Rxf4 Qb6 Nd3 Qxe6+ Kh8 Rc7 Qf8 Bxd3 Ba8 Rxh7# 1-0,Modern Defense: Three Pawns Attack,Normal
1612,d4 d5 c4 Nf6 Nc3 dxc4 e4 c6 Bxc4 Bg4 Be2 h5 h3 Be6 Nf3 Nbd7 O-O Nb6 b3 h4 Re1 Bxh3 gxh3 Nh5 Ne5 Qd6 Bxh5 Rxh5 Qxh5 g6 Qxh4 O-O-O Be3 Qb4 Rac1 Bg7 Qg4+ e6 Ne2 Bxe5 dxe5 Rg8 Nd4 Qa3 Nxe6 Qxa2 Nc5+ Kb8 Nd7+ Nxd7 Qxd7 Qxb3 Rb1 Qb5 Rxb5 cxb5 Qxb5 g5 Rb1 b6 e6 fxe6 Qe5+ Kc8 Qxe6+ 1-0,Queen's Gambit Refused: Marshall Defense,Normal
1192,e4 e5 Nf3 Qf6 Nc3 c6 d4 h6 d5 Bc5 dxc6 dxc6 b3 Bg4 Be2 Nd7 h3 Bxf3 Bxf3 g5 Bb2 g4 hxg4 Qg5 Bc1 Qf6 g5 hxg5 Rxh8 Qxh8 Bxg5 Qh1+ Ke2 Qxd1+ Rxd1 f6 Bh4 O-O-O Na4 Bd4 Kd3 b5 c3 bxa4 cxd4 exd4 Kxd4 c5+ Kc4 Ne5+ Kxc5 Rxd1 Bxd1 Nd7+ Kb4 Nb6 bxa4 Kb7 a5 Nd7 Kb5 a6+ Kb4 Ne5 Bc2 Nc6+ Ka4 Nd4 Bb3 f5 Bxg8 fxe4 Bg5 Nf5 Bd5+ Kc7 Bxe4 1-0,King's Pawn Game: McConnell Defense,Time forfeit
1531,e4 d5 exd5 Qxd5 d4 h6 Nc3 Qf5 Bd3 Qf6 h3 e5 dxe5 Qxe5+ Be3 Bc5 Nf3 Qd6 Bxc5 Qxc5 O-O b6 Re1+ Ne7 Ne4 Qc6 Ne5 Qe6 Nc3 Bb7 Bc4 Qf6 Bxf7+ Kf8 Bc4 Qg5 Qd8# 1-0,Scandinavian Defense: Mieses-Kotroc Variation,Normal
1490,e4 d6 d3 Nf6 Be2 g6 Nf3 Bg7 h3 a6 O-O Nc6 a3 Be6 c4 Qd7 b3 O-O-O Nc3 h5 Bf4 Bxh3 gxh3 Qxh3 Nh2 Qd7 Bf3 Bh6 Bg3 g5 Nd5 g4 Bxg4 hxg4 Nxf6 exf6 Nxg4 Bg5 Nh2 Rh3 Qg4 Rdh8 Qxd7+ Kxd7 f3 Be3+ Kg2 Nd4 Rfe1 Bg5 e5 Nc2 f4 Nxa1 Rxa1 fxe5 fxg5 Rxh2+ Bxh2 Rxh2+ Kxh2 Ke6 Kg2 f6 0-1,Pirc Defense #4,Time forfeit
1615,e4 c5 c3 Nc6 Qb3 g6 Nf3 Bg7 Ng5 e6 d4 cxd4 cxd4 d5 exd5 exd5 Bb5 Nf6 Bxc6+ bxc6 O-O Rb8 Re1+ Be6 Qe3 O-O Nc3 Bd7 Qd3 h6 Nf3 Re8 Ne5 Ne4 Nxe4 dxe4 Qxe4 Bf5 Qf3 Qxd4 Be3 Qd5 Rad1 Qxf3 Nxf3 Bg4 Nd4 Bxd1 Rxd1 c5 Nc6 Rbc8 Nxa7 Rc7 Nb5 Rc6 Na7 Rc7 Nb5 Rb7 Nd6 Rxb2 Nxe8 Kf8 Nc7 Rxa2 Rd8+ Ke7 Rd1 Kf8 Bxc5+ Kg8 Rd8+ Kh7 Rd1 g5 Rf1 Kg6 Ne6 Kh5 Nd4 Kg4 0-1,Sicilian Defense: Alapin Variation,Time forfeit
1502,e4 c6 d4 d5 exd5 cxd5 Nc3 Nf6 Bg5 e6 f3 Be7 Nge2 Nbd7 Ng3 a6 Be2 b5 a3 Bb7 b4 h6 Bd2 Nb6 O-O Nc4 Bxc4 dxc4 Nce4 O-O Nc5 Bxc5 bxc5 Qc7 c3 Nd5 Qc2 a5 Rab1 Bc6 Bc1 Rab8 Bd2 Rb7 Ne4 Rfb8 Nd6 Ra7 Rfe1 b4 axb4 axb4 cxb4 Ba4 Qb2 c3 Bxc3 Nxc3 Qxc3 Ra6 Rb2 Rxd6 Reb1 Rdd8 b5 Qe7 b6 Bc6 b7 Rd7 Qb4 Rdxb7 Qxb7 Bxb7 c6 1-0,Caro-Kann Defense: Exchange Variation,Time forfeit
1469,d4  d5  c4  dxc4  Nc3  e6  e4  Bb4?!  Bd2?  Ne7?!  Bxc4  Qxd4  Qa4+?!  Nbc6  a3?  Bxc3  bxc3?!  Qxe4+  Ne2  Bd7  Qb3??  Na5  f3?!  Qxc4?!  Qxc4  0-1,Queen's Gambit Accepted,Normal
1675,d4 d5 c4 e6 Nc3 Nf6 Bg5 Nbd7 Nf3 Bb4 cxd5 exd5 Qa4 Bxc3+ bxc3 O-O Qb3 c6 e3 Qc7 Bd3 Re8 Bf4 Qa5 O-O Ne4 Bxe4 Rxe4 Nd2 Re8 Bd6 Nf6 Qb4 Qxb4 cxb4 Ne4 Nxe4 Rxe4 Bf4 Bf5 f3 Ree8 Rfe1 h6 Bg3 Re6 a4 Rae8 Ra3 a6 Bc7 h5 Bf4 Bg6 Kf2 f5 Rb3 b5 axb5 axb5 Rc1 Rc8 Ra1 Be8 Ra7 Kh7 Be5 Rxe5 dxe5 Kg6 f4 h4 e6 Kf6 e7 g5 fxg5+ Kxg5 h3 Kf6 Kf3 Bh5+ Kf4 Kg6 Ke5 Bd1 Rd3 Bc2 Rc3 Be4 Ra2 Kf7 Kd6 Re8 Rxc6 Rxe7 Rc7 Rxc7 Kxc7 Ke6 Kb6 Bd3 Rd2 Bc4 Kc5 Ke5 Rf2 Ke4 Rf4+ Kxe3 Rxf5 Ke4 Rh5 Bf1 Rxh4+ Ke5 Rg4 Be2 Rg5+ Kf4 Rxd5 Kg3 Rg5+ Kh4 Rg8 1-0,Queen's Gambit Declined: Modern Knight Defense #2,Normal
1664,e4 c5 Nf3 Nc6 Bb5 Nd4 Nxd4 cxd4 O-O a6 Be2 e5 d3 Nf6 c3 Be7 cxd4 exd4 Qa4 O-O Qxd4 b6 Nc3 Bc5 Qa4 d5 e5 Nd7 d4 Be7 Nxd5 b5 Nxe7+ Qxe7 Qd1 Bb7 Bf3 Bxf3 Qxf3 f6 Qd5+ Kh8 f4 fxe5 dxe5 Rad8 Qc6 Qc5+ Qxc5 Nxc5 Be3 Ne4 Rad1 Rxd1 Rxd1 Rc8 g3 h5 Rd7 g5 fxg5 Rc2 e6 Rxb2 Bd4+ Kg8 Bxb2 Nd2 Rd8+ Kh7 Rxd2 Kg6 e7 Kf5 Rd8 Ke4 e8=Q+ Kf3 Rd7 Kg4 Rf7 Kxg5 Qe6 1-0,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,Time forfeit
1831,d4 d6 c4 f5 e3 Nf6 Nf3 e6 g3 Be7 Bg2 O-O O-O c6 Nc3 d5 cxd5 cxd5 b3 Nc6 Nb5 Ne4 Nc3 Bb4 Nxe4 fxe4 Nd2 Bc3 Rb1 Nb4 a3 Na2 Bb2 Bxb2 Rxb2 Nc3 Qc2 Nb5 a4 Nd6 Bh3 Bd7 Nb1 Nf5 Nc3 Rc8 Qd2 a6 Rc2 h6 Rfc1 Qe7 Bxf5 exf5 Nxd5 Qe6 Rxc8 Rxc8 Rxc8+ Bxc8 Nc3 Bd7 Qc2 b5 d5 Qd6 axb5 axb5 Qd1 1-0,Old Indian Defense,Time forfeit
1730,e4 e5 Nf3 d6 Bc4 f5 exf5 Bxf5 h3 Nf6 O-O d5 Bb3 c5 c3 Bd6 Re1 Nc6 d4 cxd4 cxd4 e4 Ne5 Nxe5 dxe5 Bxe5 Bg5 O-O Bxd5+ Qxd5 Bxf6 Qxd1 Rxd1 Rxf6 0-1,Philidor Defense: Lopez Countergambit,Normal
1585,e4  e6  d4  c5  Nf3  Nf6?!  e5  Ne4  d5  Qa5+  Bd2?!  Qb6?!  b3?  exd5  Be2  Nc6  O-O  h6?!  Bf4  d4  Qd3?!  g5?  Qxe4  gxf4  Nbd2  Bg7?  Qxf4?  Nb4?  Nc4  Qe6  Nd6+  Ke7?  Bc4  Bxe5??  Qxe5??  Qxe5  Nxe5  Nxc2?  Rac1?  Kxd6  Nxf7+  Kc6  Nxh8  d5  Be2  Nb4  Ng6?!  Nxa2  Rcd1?!  Nc3  Rd2  Bf5??  Ne5+??  Kd6  f4  b5  g4  Ne4?  Rb2?!  Bh7  Bd3  b4?  Ra2?  a5  Kg2?!  Nc3  Raa1  Bxd3  Nxd3  c4  bxc4  dxc4  Nxb4  axb4??  Rxa8  b3  f5  b2?  Rb8?  Na4?  f6  c3?!  f7  c2  f8=Q+  Kd5  Qf5+?!  Kc4  Qxc2+?!  Nc3  Rxb2?!  d3  Rf4+?!  Kd5  Qxc3  d2  Rxd2+  Ke6  Qe3# 1-0,Queen's Pawn Game: Franco-Sicilian Defense,Normal
1518,e3 g6 d4 Bg7 Nf3 d5 Be2 Nf6 O-O O-O c4 dxc4 Bxc4 c6 a3 Bg4 Nbd2 Nh5 h3 Bf5 Qb3 Qd7 Ne5 Bxe5 dxe5 Bxh3 f4 Bxg2 Kxg2 Qg4+ Kf2 Qg3+ Ke2 b5 Bd3 Nd7 Be4 Nc5 Qb4 Nxe4 Qxe4 f5 Qxc6 Rac8 Qxb5 Qg2+ Rf2 Ng3+ Ke1 Qg1+ Nf1 Rc7 Qd5+ Kg7 b4 Rfc8 Bb2 Ne4 e6+ Kg8 Qd3 Qxf2+ Kd1 Nc3+ Bxc3 Rxc3 Rb1 Rxd3+ Nd2 Qxd2# 0-1,Van't Kruijs Opening,Normal
1309,g3 e6 Bg2 c6 Nf3 d5 O-O Nf6 e3 Be7 d4 Nbd7 b3 Nb6 Ba3 Bxa3 Nxa3 O-O c4 dxc4 bxc4 Qe7 Qd3 a5 c5 Nbd7 Nc4 b6 cxb6 Rb8 Rab1 Ba6 b7 Nb6 Rxb6 Bxb7 Nxa5 Nd5 Rxb7 Rxb7 Nxb7 Qxb7 Rb1 Qc7 a4 Ra8 Qd1 Rxa4 Qxa4 Nc3 Qa8+ Qd8 Qxd8# 1-0,Hungarian Opening,Normal
1673,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 Bc4 Nbd7 Bb3 Be7 a3 O-O h4 h6 Be3 Qc7 Qd2 Nc5 Ba2 Ncxe4 Nxe4 Nxe4 Qc1 d5 Ne2 Bf6 f3 Nd6 c3 Bd7 Ng3 Bb5 Bxh6 Nf5 Nxf5 exf5 Bf4 Rfe8+ Kf2 Qc5+ Kg3 Re2 Rh2 Qf2+ Kh3 Qxh4# 0-1,Sicilian Defense: Najdorf Variation,Normal
